,Cluster,age,Years_Enrolled,age_divide,Recency,Income,Total_Expenses,Savings,economic_status,Qualification,togetherness,family,children,Kidhome,MntWines,Teenhome,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Ttl_Campaign,Ttl_no_Purchase,Deals_Purchase_Ratio,Store_Purchase_Ratio,Web_Purchase_Ratio,Catalogue_Purchase_Ratio,avg_web_visits,Ttl_place_purchase
99,Highest economic class,40,10,Young,not frequent,50150.0,456,49694.0,Lower middle,Post graduate,yes,no,0,0,135,0,46,92,65,61,11,2,5,2,7,5,no,no,no,no,no,no,no,0,16,0.125,0.4375,0.3125,0.125,0.4166666666666667,16
100,Lowest,63,10,MiddleAge,not frequent,47823.0,73,47750.0,Lower middle,Graduate,no,no,1,0,53,1,1,5,2,1,10,2,2,0,3,8,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
101,Lowest,64,9,Elderly,not frequent,34554.0,56,34498.0,Lower middle,Post graduate,no,no,1,0,41,1,1,6,2,0,5,2,2,0,3,6,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5,7
102,Upper middle class,44,10,Young,frequent,85693.0,1341,84352.0,High,Graduate,yes,yes,1,0,386,1,172,183,185,132,111,2,9,5,11,5,no,no,no,no,no,no,no,0,27,0.07407407407407407,0.4074074074074074,0.3333333333333333,0.18518518518518517,0.4166666666666667,27
103,Highest economic class,78,10,Elderly,frequent,65846.0,1201,64645.0,Upper middle,Post graduate,yes,no,0,0,562,0,81,276,80,40,81,1,6,3,6,4,no,no,no,no,no,no,no,0,16,0.0625,0.375,0.375,0.1875,0.3333333333333333,16
104,Upper middle class,64,9,Elderly,not frequent,87195.0,1173,86022.0,High,Graduate,yes,no,0,0,217,0,76,690,50,26,38,1,3,11,5,1,no,no,no,no,no,no,yes,0,20,0.05,0.25,0.15,0.55,0.08333333333333333,20
105,Lowest,44,10,Young,frequent,24594.0,32,24562.0,Low,Undergraduate,yes,yes,1,1,1,0,3,6,10,0,9,1,1,0,3,5,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.4166666666666667,5
106,Lowest,59,10,MiddleAge,not frequent,49096.0,188,48908.0,Lower middle,Graduate,yes,yes,2,1,144,1,1,32,2,1,7,4,4,1,4,7,no,no,no,no,no,no,no,0,13,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.5833333333333334,13
107,Highest economic class,54,10,MiddleAge,frequent,52413.0,1016,51397.0,Lower middle,Graduate,yes,yes,2,0,295,2,106,271,75,98,65,4,6,4,12,6,no,no,no,no,no,no,no,0,26,0.15384615384615385,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.5,26
108,Lowest,45,11,Young,not frequent,38557.0,148,38409.0,Lower middle,Graduate,no,no,1,1,76,0,3,31,4,4,27,2,3,1,3,7,no,no,no,no,no,no,no,0,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5833333333333334,9
109,Highest economic class,63,11,MiddleAge,not frequent,89058.0,1044,88014.0,High,Post graduate,yes,no,0,0,454,0,194,106,31,22,43,1,5,4,4,2,no,no,no,no,no,no,no,0,14,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.16666666666666666,14
110,Highest economic class,44,10,Young,not frequent,77298.0,1084,76214.0,Upper middle,Graduate,yes,yes,1,0,425,1,115,292,23,35,79,1,6,6,11,3,no,no,no,no,no,no,no,0,24,0.041666666666666664,0.4583333333333333,0.25,0.25,0.25,24
111,Lower middle,32,11,Young,not frequent,68126.0,1837,66289.0,Upper middle,Post graduate,no,no,0,0,1332,0,17,311,23,51,86,1,7,4,5,9,no,yes,no,no,no,no,yes,1,17,0.058823529411764705,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.75,17
112,Low,60,9,MiddleAge,not frequent,57288.0,608,56680.0,Upper middle,Post graduate,yes,yes,1,0,527,1,0,21,0,0,60,3,8,1,8,6,no,yes,no,no,no,no,no,1,20,0.15,0.4,0.4,0.05,0.5,20
113,Lower middle,32,10,Young,frequent,86037.0,774,85263.0,High,Graduate,no,no,0,0,490,0,44,125,29,20,22,1,6,7,11,3,no,yes,yes,no,no,no,yes,2,25,0.04,0.44,0.24,0.28,0.25,25
114,Low,43,11,Young,not frequent,43974.0,551,43423.0,Lower middle,Post graduate,yes,yes,1,1,378,0,0,101,0,0,72,5,6,4,6,7,no,no,no,no,no,no,no,0,21,0.23809523809523808,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.5833333333333334,21
115,Lowest,61,10,MiddleAge,not frequent,50785.0,115,50670.0,Lower middle,Graduate,no,no,2,1,64,1,1,21,0,1,27,2,2,1,3,6,no,no,no,no,no,no,no,0,8,0.25,0.375,0.25,0.125,0.5,8
116,Upper middle class,53,9,MiddleAge,not frequent,90765.0,1823,88942.0,High,Graduate,yes,no,0,0,547,0,99,812,151,82,33,0,4,6,5,1,no,no,yes,yes,no,no,no,2,15,0.0,0.3333333333333333,0.26666666666666666,0.4,0.08333333333333333,15
117,Highest economic class,45,10,Young,frequent,36550.0,667,35883.0,Lower middle,Graduate,yes,yes,1,1,47,0,90,94,123,103,120,5,9,1,5,9,no,no,no,no,no,no,no,0,20,0.25,0.25,0.45,0.05,0.75,20
118,Lowest,56,10,MiddleAge,frequent,30753.0,86,30667.0,Lower middle,Graduate,yes,yes,2,1,12,1,5,25,0,9,30,2,1,1,3,5,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.4166666666666667,7
119,Lowest,54,10,MiddleAge,not frequent,21918.0,39,21879.0,Low,Graduate,yes,yes,1,1,1,0,6,7,11,5,3,2,2,0,3,6,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5,7
120,Highest economic class,70,10,Elderly,frequent,56129.0,708,55421.0,Lower middle,Post graduate,yes,yes,1,0,320,1,48,133,39,72,48,4,6,2,10,4,no,no,no,no,no,no,no,0,22,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.3333333333333333,22
121,Lowest,56,9,MiddleAge,not frequent,32557.0,83,32474.0,Lower middle,Post graduate,no,no,1,1,34,0,3,29,0,4,10,3,2,1,3,5,no,no,no,no,no,no,yes,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4166666666666667,9
122,Lowest,38,10,Young,frequent,19510.0,30,19480.0,Low,Post graduate,yes,yes,2,2,9,0,0,7,3,4,7,2,1,0,3,7,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.5833333333333334,6
123,Lowest,47,10,MiddleAge,frequent,30992.0,43,30949.0,Lower middle,Graduate,no,no,1,1,17,0,0,14,7,3,2,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
124,Lower middle,40,10,Young,frequent,101970.0,1162,100808.0,High,Graduate,no,no,0,0,722,0,27,102,44,72,168,0,6,8,13,2,no,yes,yes,yes,no,no,yes,3,27,0.0,0.48148148148148145,0.2222222222222222,0.2962962962962963,0.16666666666666666,27
125,Highest economic class,58,10,MiddleAge,frequent,71488.0,592,70896.0,Upper middle,Graduate,yes,no,0,0,162,0,33,124,40,28,172,2,3,4,7,1,no,no,no,no,no,no,no,0,16,0.125,0.4375,0.1875,0.25,0.08333333333333333,16
126,Upper middle class,39,10,Young,not frequent,79607.0,2056,77551.0,Upper middle,Graduate,no,no,0,0,450,0,133,951,173,0,216,1,3,6,6,1,no,no,no,no,no,no,yes,0,16,0.0625,0.375,0.1875,0.375,0.08333333333333333,16
127,Lowest,70,9,Elderly,frequent,54348.0,90,54258.0,Lower middle,Post graduate,yes,yes,2,1,70,1,0,16,0,0,4,2,2,0,4,6,no,no,no,no,no,no,no,0,8,0.25,0.5,0.25,0.0,0.5,8
128,Low,62,10,MiddleAge,not frequent,51633.63813405797,404,51229.63813405797,Lower middle,Post graduate,yes,yes,1,0,352,1,0,27,10,0,15,3,6,1,7,6,no,no,no,no,no,no,no,0,17,0.17647058823529413,0.4117647058823529,0.35294117647058826,0.058823529411764705,0.5,17
129,Highest economic class,67,9,Elderly,frequent,77376.0,680,76696.0,Upper middle,Post graduate,yes,yes,2,1,492,1,19,110,16,12,12,4,6,3,10,4,no,no,no,no,no,no,no,0,23,0.17391304347826086,0.43478260869565216,0.2608695652173913,0.13043478260869565,0.3333333333333333,23
130,Highest economic class,71,10,Elderly,not frequent,62998.0,521,62477.0,Upper middle,Graduate,yes,yes,1,0,120,1,58,73,65,89,58,5,5,4,5,5,no,no,no,no,no,no,no,0,19,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.4166666666666667,19
131,Low,65,10,Elderly,not frequent,61331.0,637,60694.0,Upper middle,Post graduate,no,no,2,1,534,1,5,47,0,5,41,5,11,1,6,8,no,no,no,no,no,no,no,0,23,0.21739130434782608,0.2608695652173913,0.4782608695652174,0.043478260869565216,0.6666666666666666,23
132,Highest economic class,54,9,MiddleAge,not frequent,73448.0,831,72617.0,Upper middle,Graduate,yes,no,0,0,236,0,106,189,23,41,130,1,7,2,9,4,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.47368421052631576,0.3684210526315789,0.10526315789473684,0.3333333333333333,19
133,Highest economic class,60,10,MiddleAge,frequent,51633.63813405797,790,50843.63813405797,Lower middle,Graduate,yes,yes,1,0,231,1,65,196,38,71,124,1,6,5,7,4,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.3333333333333333,19
134,Low,59,10,MiddleAge,frequent,41551.0,279,41272.0,Lower middle,Post graduate,yes,yes,2,1,220,1,0,33,3,0,23,5,5,1,5,8,no,no,no,no,no,no,no,0,16,0.3125,0.3125,0.3125,0.0625,0.6666666666666666,16
135,Highest economic class,56,10,MiddleAge,not frequent,62981.0,1496,61485.0,Upper middle,Post graduate,yes,no,0,0,796,0,14,590,38,44,0,1,4,5,13,3,no,yes,no,no,no,no,no,1,23,0.043478260869565216,0.5652173913043478,0.17391304347826086,0.21739130434782608,0.25,23
136,Lowest,47,11,MiddleAge,not frequent,9548.0,30,9518.0,Low,Undergraduate,no,no,1,1,0,0,1,3,10,6,9,2,1,0,3,8,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6666666666666666,6
137,Lowest,64,10,Elderly,frequent,33762.0,107,33655.0,Lower middle,Post graduate,yes,yes,3,2,53,1,1,34,2,0,16,3,2,2,2,8,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,9
138,Lowest,50,9,MiddleAge,not frequent,35860.0,49,35811.0,Lower middle,Post graduate,no,no,2,1,15,1,0,8,4,2,20,2,1,1,2,5,yes,no,no,no,no,no,yes,1,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,6
139,Lowest,58,10,MiddleAge,frequent,36921.0,39,36882.0,Lower middle,Post graduate,no,no,2,1,17,1,1,12,3,1,4,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
140,Upper middle class,31,11,Young,not frequent,92859.0,2138,90721.0,High,Post graduate,no,no,0,0,962,0,61,921,52,61,20,1,5,4,12,2,no,no,no,no,no,no,no,0,22,0.045454545454545456,0.5454545454545454,0.22727272727272727,0.18181818181818182,0.16666666666666666,22
141,Low,47,10,MiddleAge,not frequent,65104.0,1053,64051.0,Upper middle,Post graduate,yes,yes,1,0,738,1,0,232,13,20,50,2,3,5,7,7,no,no,no,no,no,no,yes,0,17,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.29411764705882354,0.5833333333333334,17
142,Upper middle class,61,10,MiddleAge,frequent,86111.0,1413,84698.0,High,Graduate,yes,no,0,0,399,0,28,756,36,40,126,1,5,7,10,2,no,no,no,no,no,no,no,0,23,0.043478260869565216,0.43478260869565216,0.21739130434782608,0.30434782608695654,0.16666666666666666,23
143,Highest economic class,49,10,MiddleAge,not frequent,68352.0,887,67465.0,Upper middle,Post graduate,no,no,1,0,614,1,16,132,43,33,33,3,8,5,9,6,no,no,no,no,no,no,no,0,25,0.12,0.36,0.32,0.2,0.5,25
144,Lowest,35,10,Young,not frequent,41883.0,346,41537.0,Lower middle,Graduate,yes,yes,1,1,32,0,34,41,73,16,116,3,4,2,3,7,no,no,no,no,no,no,no,0,12,0.25,0.25,0.3333333333333333,0.16666666666666666,0.5833333333333334,12
145,Low,47,11,MiddleAge,not frequent,59809.0,893,58916.0,Upper middle,Graduate,yes,yes,2,0,598,2,16,141,32,41,49,3,3,3,6,8,no,no,no,no,no,no,no,0,15,0.2,0.4,0.2,0.2,0.6666666666666666,15
146,Lowest,48,11,MiddleAge,not frequent,23957.0,69,23888.0,Low,Graduate,yes,yes,1,1,2,0,1,18,20,11,16,1,2,0,3,6,no,no,no,no,no,no,yes,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5,6
147,Lowest,42,10,Young,not frequent,38547.0,23,38524.0,Lower middle,Graduate,yes,yes,1,1,6,0,1,10,0,1,4,1,1,0,2,8,no,no,no,no,no,yes,no,0,4,0.25,0.5,0.25,0.0,0.6666666666666666,4
148,Lowest,50,11,MiddleAge,frequent,35688.0,214,35474.0,Lower middle,Graduate,yes,yes,3,2,73,1,3,90,12,1,32,7,4,1,4,8,no,no,no,no,no,no,no,0,16,0.4375,0.25,0.25,0.0625,0.6666666666666666,16
149,Lowest,57,9,MiddleAge,frequent,49605.0,143,49462.0,Lower middle,Post graduate,yes,no,0,0,42,0,16,29,12,20,8,1,2,1,4,3,no,no,no,no,no,no,no,0,8,0.125,0.5,0.25,0.125,0.25,8
150,Highest economic class,70,9,Elderly,frequent,59354.0,480,58874.0,Upper middle,Post graduate,yes,yes,2,0,295,2,21,78,39,13,13,1,4,4,7,3,no,no,no,no,no,no,no,0,16,0.0625,0.4375,0.25,0.25,0.25,16
151,Low,54,9,MiddleAge,frequent,65747.0,477,65270.0,Upper middle,Graduate,yes,yes,1,0,346,1,17,48,23,13,13,4,8,1,6,6,no,yes,no,no,no,no,no,1,19,0.21052631578947367,0.3157894736842105,0.42105263157894735,0.05263157894736842,0.5,19
152,Low,51,11,MiddleAge,not frequent,46344.0,449,45895.0,Lower middle,Graduate,yes,yes,1,0,233,1,20,57,8,20,91,4,7,1,5,7,no,no,no,no,no,no,no,0,17,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.058823529411764705,0.5833333333333334,17
153,Lowest,35,9,Young,not frequent,34176.0,96,34080.0,Lower middle,Graduate,no,no,1,1,5,0,7,24,19,14,20,4,3,0,4,6,no,no,no,no,no,no,no,0,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,0.5,11
154,Low,71,11,Elderly,frequent,61010.0,1021,59989.0,Upper middle,Post graduate,yes,yes,1,0,888,1,0,57,0,0,76,2,8,5,11,5,no,no,no,no,no,no,no,0,26,0.07692307692307693,0.4230769230769231,0.3076923076923077,0.19230769230769232,0.4166666666666667,26
155,Lower middle,74,10,Elderly,not frequent,69372.0,1407,67965.0,Upper middle,Graduate,yes,no,0,0,997,0,26,269,34,13,42,1,10,4,6,4,no,yes,yes,no,no,no,yes,2,21,0.047619047619047616,0.2857142857142857,0.47619047619047616,0.19047619047619047,0.3333333333333333,21
156,Lowest,65,10,Elderly,not frequent,49967.0,312,49655.0,Lower middle,Graduate,no,no,1,0,212,1,6,69,4,12,3,3,6,1,5,7,no,no,no,no,no,no,no,0,15,0.2,0.3333333333333333,0.4,0.06666666666666667,0.5833333333333334,15
157,Lowest,45,10,Young,not frequent,60199.0,19,60180.0,Upper middle,Graduate,no,no,3,1,8,2,1,7,2,0,0,1,0,0,3,4,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.3333333333333333,4
158,Lowest,46,10,MiddleAge,not frequent,55375.0,173,55202.0,Lower middle,Graduate,yes,yes,1,0,42,1,11,57,10,28,14,1,1,1,6,2,no,no,no,no,no,no,no,0,9,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666,9
159,Upper middle class,68,10,Elderly,frequent,80317.0,1242,79075.0,Upper middle,Graduate,no,no,0,0,536,0,11,387,149,91,57,1,3,4,10,1,no,no,no,no,no,no,no,0,18,0.05555555555555555,0.5555555555555556,0.16666666666666666,0.2222222222222222,0.08333333333333333,18
160,Lowest,65,10,Elderly,not frequent,30523.0,13,30510.0,Lower middle,Post graduate,no,no,3,2,5,1,0,3,0,0,5,1,1,0,2,7,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5833333333333334,4
161,Lower middle,78,11,Elderly,not frequent,70356.0,1722,68634.0,Upper middle,Post graduate,yes,no,0,0,1349,0,16,249,43,16,33,2,10,6,9,6,no,no,no,no,no,no,no,0,27,0.07407407407407407,0.3333333333333333,0.37037037037037035,0.2222222222222222,0.5,27
162,Lowest,39,9,Young,frequent,23228.0,124,23104.0,Low,Graduate,yes,yes,1,1,53,0,3,49,7,4,5,4,3,0,4,8,no,no,no,no,no,no,no,0,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,0.6666666666666666,11
163,Highest economic class,48,10,MiddleAge,not frequent,74165.0,1305,72860.0,Upper middle,Post graduate,no,no,0,0,1001,0,12,240,16,12,12,1,5,4,10,2,no,no,no,no,no,no,no,0,20,0.05,0.5,0.25,0.2,0.16666666666666666,20
164,Lowest,57,10,MiddleAge,frequent,43482.0,89,43393.0,Lower middle,Graduate,yes,yes,3,2,18,1,1,32,6,3,28,3,2,0,4,6,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.5,9
165,Highest economic class,70,10,Elderly,not frequent,62551.0,437,62114.0,Upper middle,Graduate,no,no,0,0,125,0,16,98,134,21,27,1,6,7,4,3,yes,no,no,no,no,no,no,1,18,0.05555555555555555,0.2222222222222222,0.3333333333333333,0.3888888888888889,0.25,18
166,Low,64,10,Elderly,frequent,52332.0,264,52068.0,Lower middle,Graduate,no,no,0,0,212,0,5,33,7,0,2,1,3,2,6,4,no,yes,no,no,no,no,no,1,12,0.08333333333333333,0.5,0.25,0.16666666666666666,0.3333333333333333,12
167,Upper middle class,35,10,Young,not frequent,66951.0,1279,65672.0,Upper middle,Graduate,no,no,0,0,277,0,162,305,173,76,124,1,3,4,7,1,no,no,no,no,no,no,no,0,15,0.06666666666666667,0.4666666666666667,0.2,0.26666666666666666,0.08333333333333333,15
168,Lowest,66,9,Elderly,frequent,26091.0,99,25992.0,Low,Graduate,yes,yes,2,1,15,1,10,19,8,17,20,3,2,1,3,5,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4166666666666667,9
169,Lowest,58,9,MiddleAge,frequent,33456.0,39,33417.0,Lower middle,Graduate,yes,yes,2,1,7,1,3,10,8,1,7,2,1,0,3,7,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.5833333333333334,6
170,Lowest,41,10,Young,frequent,28718.0,61,28657.0,Lower middle,Graduate,yes,yes,1,1,12,0,4,6,11,8,16,2,2,0,3,8,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
171,Lowest,53,9,MiddleAge,not frequent,50447.0,155,50292.0,Lower middle,Graduate,yes,yes,2,2,85,0,7,24,2,3,27,1,3,1,3,6,no,no,no,no,no,no,no,0,8,0.125,0.375,0.375,0.125,0.5,8
172,Lowest,64,9,Elderly,not frequent,53537.0,93,53444.0,Lower middle,Post graduate,yes,yes,2,1,81,1,0,6,0,0,6,2,2,1,3,5,no,no,no,no,no,no,no,0,8,0.25,0.375,0.25,0.125,0.4166666666666667,8
173,Lowest,56,9,MiddleAge,frequent,52074.0,119,51955.0,Lower middle,Graduate,no,no,1,0,59,1,0,12,0,0,48,1,2,2,2,4,yes,no,no,no,no,no,no,1,7,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3333333333333333,7
174,Lower middle,48,11,MiddleAge,frequent,80427.0,1906,78521.0,Upper middle,Post graduate,yes,yes,1,0,1149,1,71,449,69,71,26,1,11,8,8,5,no,no,no,no,no,no,no,0,28,0.03571428571428571,0.2857142857142857,0.39285714285714285,0.2857142857142857,0.4166666666666667,28
175,Lower middle,75,11,Elderly,frequent,83837.0,1384,82453.0,Upper middle,Post graduate,yes,no,0,0,847,0,66,119,86,89,111,1,9,10,5,4,no,yes,no,yes,no,no,yes,2,25,0.04,0.2,0.36,0.4,0.3333333333333333,25
176,Lowest,53,9,MiddleAge,frequent,38853.0,45,38808.0,Lower middle,Post graduate,yes,yes,2,1,29,1,0,14,0,0,2,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
177,Lowest,64,9,Elderly,frequent,38285.0,10,38275.0,Lower middle,Graduate,yes,yes,3,2,2,1,0,5,2,0,1,1,0,0,3,2,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.16666666666666666,4
178,Upper middle class,72,10,Elderly,not frequent,78497.0,1004,77493.0,Upper middle,Graduate,yes,no,0,0,207,0,26,447,75,0,223,1,5,7,12,2,no,no,no,yes,no,no,no,1,25,0.04,0.48,0.2,0.28,0.16666666666666666,25
179,Lowest,47,9,MiddleAge,frequent,51650.0,194,51456.0,Lower middle,Post graduate,yes,yes,1,0,152,1,3,22,2,5,7,1,4,1,4,5,no,no,no,no,no,no,no,0,10,0.1,0.4,0.4,0.1,0.4166666666666667,10
180,Lowest,35,9,Young,frequent,16248.0,68,16180.0,Low,Graduate,yes,yes,1,1,12,0,11,10,3,12,9,3,2,1,3,6,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.5,9
181,Highest economic class,77,10,Elderly,not frequent,66835.0,1059,65776.0,Upper middle,Post graduate,yes,no,0,0,620,0,26,195,34,17,141,1,6,4,13,2,no,no,no,no,no,no,no,0,24,0.041666666666666664,0.5416666666666666,0.25,0.16666666666666666,0.16666666666666666,24
182,Lowest,39,9,Young,not frequent,30477.0,67,30410.0,Lower middle,Post graduate,yes,yes,1,1,47,0,1,6,0,0,12,1,1,1,3,6,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.5,6
183,Lowest,62,9,MiddleAge,frequent,28249.0,52,28197.0,Low,Undergraduate,yes,no,0,0,1,0,9,7,2,14,10,1,2,0,3,6,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5,6
184,Lowest,40,11,Young,not frequent,25271.0,51,25220.0,Low,Graduate,yes,yes,1,1,10,0,1,18,10,4,7,1,1,1,2,9,no,no,no,no,no,no,no,0,5,0.2,0.4,0.2,0.2,0.75,5
185,Lowest,53,9,MiddleAge,frequent,32303.0,39,32264.0,Lower middle,Post graduate,no,no,1,0,35,1,0,2,0,0,2,2,1,0,4,5,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.4166666666666667,7
186,Highest economic class,57,10,MiddleAge,not frequent,61286.0,608,60678.0,Upper middle,Graduate,yes,yes,1,0,356,1,0,107,19,9,117,2,7,1,8,5,no,no,no,no,no,no,no,0,18,0.1111111111111111,0.4444444444444444,0.3888888888888889,0.05555555555555555,0.4166666666666667,18
187,Upper middle class,47,10,MiddleAge,not frequent,74068.0,1611,72457.0,Upper middle,Graduate,yes,no,0,0,783,0,30,537,140,76,15,1,4,10,9,2,no,no,no,no,no,no,no,0,24,0.041666666666666664,0.375,0.16666666666666666,0.4166666666666667,0.16666666666666666,24
188,Lowest,59,10,MiddleAge,not frequent,45759.0,69,45690.0,Lower middle,Post graduate,yes,yes,2,1,42,1,1,18,3,0,4,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
189,Lowest,45,11,Young,frequent,24882.0,84,24798.0,Low,Undergraduate,yes,yes,1,1,1,0,4,10,29,0,36,1,1,1,2,6,yes,no,no,no,no,no,no,1,5,0.2,0.4,0.2,0.2,0.5,5
190,Upper middle class,34,10,Young,frequent,66973.0,1304,65669.0,Upper middle,Post graduate,yes,no,0,0,466,0,22,432,147,113,102,1,8,7,12,3,no,no,no,no,no,no,no,0,28,0.03571428571428571,0.42857142857142855,0.2857142857142857,0.25,0.25,28
191,Lowest,35,10,Young,frequent,38872.0,94,38778.0,Lower middle,Graduate,yes,yes,1,1,23,0,3,21,3,19,22,2,3,0,3,8,no,no,no,no,no,no,no,0,8,0.25,0.375,0.375,0.0,0.6666666666666666,8
192,Lowest,50,10,MiddleAge,not frequent,51148.0,321,50827.0,Lower middle,Graduate,yes,yes,2,1,235,1,6,45,8,9,12,4,5,1,6,6,no,no,no,no,no,no,no,0,16,0.25,0.375,0.3125,0.0625,0.5,16
193,Lowest,46,10,MiddleAge,not frequent,31353.0,31,31322.0,Lower middle,Graduate,yes,yes,2,1,10,1,0,10,3,1,7,2,1,1,2,8,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
194,Highest economic class,43,9,Young,frequent,69661.0,850,68811.0,Upper middle,Post graduate,yes,no,0,0,656,0,16,106,32,16,8,1,7,3,12,3,no,no,no,no,no,no,no,0,23,0.043478260869565216,0.5217391304347826,0.30434782608695654,0.13043478260869565,0.25,23
195,Upper middle class,69,10,Elderly,frequent,80067.0,1617,78450.0,Upper middle,Graduate,yes,no,0,0,519,0,17,813,27,173,51,1,4,6,6,2,no,no,yes,no,no,no,no,1,17,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.16666666666666666,17
196,Upper middle class,69,10,Elderly,not frequent,86718.0,1459,85259.0,High,Graduate,yes,no,0,0,344,0,189,482,50,33,172,1,5,6,5,2,no,no,no,no,no,no,no,0,17,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.16666666666666666,17
197,Low,50,9,MiddleAge,frequent,46854.0,264,46590.0,Lower middle,Post graduate,no,no,2,1,96,1,1,79,7,1,79,6,5,1,3,8,yes,no,no,no,no,no,yes,1,15,0.4,0.2,0.3333333333333333,0.06666666666666667,0.6666666666666666,15
198,Low,71,9,Elderly,frequent,69142.0,539,68603.0,Upper middle,Graduate,no,no,1,0,448,1,4,34,6,4,39,3,8,1,7,5,no,yes,no,no,no,no,no,1,19,0.15789473684210525,0.3684210526315789,0.42105263157894735,0.05263157894736842,0.4166666666666667,19
